Name,Id,Description,Level,Power,BaseIntensity,Variance,BaseMana,BaseRangeConstant,BaseRangeMod,Boost,BoostVariance,MaxBoost,Category,ComponentLoss,CritFrequency,CritMultiplier,DamageRatio,DamageType,Destination,DotDuration,Duration,ElementalModifier,GetDamagePerTick,GetNumTicks,IconID,IsBeneficial,IsFellowshipSpell,IsHarmful,IsImpenBaneType,IsNegativeRedirectable,IsOtherNegativeRedirectable,IsPortalSpell,IsProjectile,IsResistable,IsSelfTargeted,IsTracking,LossPercent,MinDamage,MaxDamage,DispelSchool,Number,NumberVariance,MinPower,MaxPower,PowerVariance,MetaSpellType,NonComponentTargetType,NotFound,NumProjectiles,NumProjectilesVariance,PortalLifetime,Position,PowerMod,Proportion,RecoveryAmount,RecoveryInterval,School,SlayerCreatureType,SlayerDamageBonus,Source,SourceLoss,SpellEconomyMod,SpreadAngle,StatModKey,StatModType,StatModVal,TargetEffect,FizzleEffect,CasterEffect,TransferCap,TransferFlags,UpdatesMaxVitals,UpdatesRunRate,VitalDamageType,Wcid,WeenieClassId
Piercing Lure I,1563,Decreases a shield or piece of armor's resistance to piercing damage by 10%.,1,25,0,0,10,25,0,0,0,0,PierceResistanceLowering,0.01,0,1,1,Undef,Undef,0,60,1,0,0,100673979,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",-0.111,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,60
Piercing Lure II,1564,Decreases a shield or piece of armor's resistance to piercing damage by 25%.,2,75,0,0,20,25,0,0,0,0,PierceResistanceLowering,0.05,0,1,1,Undef,Undef,0,90,1,0,0,100673979,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],75,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",-0.25,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,90
Piercing Lure III,1565,Decreases a shield or piece of armor's resistance to piercing damage by 50%.,3,125,0,0,30,25,0,0,0,0,PierceResistanceLowering,0.1,0,1,1,Undef,Undef,0,120,1,0,0,100673979,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],125,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",-0.5,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,120
Piercing Lure IV,1566,Decreases a shield or piece of armor's resistance to piercing damage by 75%.,4,175,0,0,40,25,0,0,0,0,PierceResistanceLowering,0.15,0,1,1,Undef,Undef,0,150,1,0,0,100673979,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],175,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",-0.75,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,150
Piercing Lure V,1567,Decreases a shield or piece of armor's resistance to piercing damage by 100%.,5,225,0,0,50,25,0,0,0,0,PierceResistanceLowering,0.2,0,1,1,Undef,Undef,0,180,1,0,0,100673979,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],225,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",-1,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,180
Piercing Lure VI,1568,Decreases a shield or piece of armor's resistance to piercing damage by 150%.,6,275,0,0,60,25,0,0,0,0,PierceResistanceLowering,0.3,0,1,1,Undef,Undef,0,210,1,0,0,100673979,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],275,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",-1.5,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,210
Piercing Bane I,1569,Increases a shield or piece of armor's resistance to piercing damage by 10%. Target yourself to cast this spell on all of your equipped armor.,1,1,0,0,10,25,0,0,0,0,PierceResistanceRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100673973,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",0.111,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Piercing Bane II,1570,Increases a shield or piece of armor's resistance to piercing damage by 25%. Target yourself to cast this spell on all of your equipped armor.,2,50,0,0,20,25,0,0,0,0,PierceResistanceRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100673973,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",0.25,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Piercing Bane III,1571,Increases a shield or piece of armor's resistance to piercing damage by 50%. Target yourself to cast this spell on all of your equipped armor.,3,100,0,0,30,25,0,0,0,0,PierceResistanceRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100673973,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",0.5,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Piercing Bane IV,1572,Increases a shield or piece of armor's resistance to piercing damage by 75%. Target yourself to cast this spell on all of your equipped armor.,4,150,0,0,40,25,0,0,0,0,PierceResistanceRaising,0.15,0,1,1,Undef,Undef,0,1800,1,0,0,100673973,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",0.75,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Piercing Bane V,1573,Increases a shield or piece of armor's resistance to piercing damage by 100%. Target yourself to cast this spell on all of your equipped armor.,5,200,0,0,50,25,0,0,0,0,PierceResistanceRaising,0.2,0,1,1,Undef,Undef,0,1800,1,0,0,100673973,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",1,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Piercing Bane VI,1574,Increases a shield or piece of armor's resistance to piercing damage by 150%. Target yourself to cast this spell on all of your equipped armor.,6,250,0,0,60,25,0,0,0,0,PierceResistanceRaising,0.3,0,1,1,Undef,Undef,0,2700,1,0,0,100673973,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Vestements,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,14,"Float, SingleStat, Additive",1.5,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,2700
Strengthen Lock I,1575,Increases a lock's resistance to picking by 10 points.,1,1,0,0,10,25,0,0,0,0,LockpickResistanceRaising,0.01,0,1,1,Undef,Undef,0,780,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",10,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Strengthen Lock II,1576,Increases a lock's resistance to picking by 25 points.,2,50,0,0,20,25,0,0,0,0,LockpickResistanceRaising,0.05,0,1,1,Undef,Undef,0,780,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",25,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Strengthen Lock III,1577,Increases a lock's resistance to picking by 50 points.,3,100,0,0,30,25,0,0,0,0,LockpickResistanceRaising,0.1,0,1,1,Undef,Undef,0,780,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",50,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Strengthen Lock IV,1578,Increases a lock's resistance to picking by 75 points.,4,150,0,0,40,25,0,0,0,0,LockpickResistanceRaising,0.15,0,1,1,Undef,Undef,0,780,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",75,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,780
Strengthen Lock V,1579,Increases a lock's resistance to picking by 100 points.,5,200,0,0,50,25,0,0,0,0,LockpickResistanceRaising,0.2,0,1,1,Undef,Undef,0,1020,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",100,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1020
Strengthen Lock VI,1580,Increases a lock's resistance to picking by 150 points.,6,250,0,0,60,25,0,0,0,0,LockpickResistanceRaising,0.3,0,1,1,Undef,Undef,0,1020,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",150,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1020
Weaken Lock I,1581,Decreases a lock's resistance to picking by 10 points.,1,1,0,0,10,25,0,0,0,0,LockpickResistanceLowering,0.01,0,1,1,Undef,Undef,0,60,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",-10,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,60
Weaken Lock II,1582,Decreases a lock's resistance to picking by 25 points.,2,50,0,0,20,25,0,0,0,0,LockpickResistanceLowering,0.05,0,1,1,Undef,Undef,0,90,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",-25,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,90
Weaken Lock III,1583,Decreases a lock's resistance to picking by 50 points.,3,100,0,0,30,25,0,0,0,0,LockpickResistanceLowering,0.1,0,1,1,Undef,Undef,0,120,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",-50,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,120
Weaken Lock IV,1584,Decreases a lock's resistance to picking by 75 points.,4,150,0,0,40,25,0,0,0,0,LockpickResistanceLowering,0.15,0,1,1,Undef,Undef,0,150,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",-75,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,150
Weaken Lock V,1585,Decreases a lock's resistance to picking by 100 points.,5,200,0,0,50,25,0,0,0,0,LockpickResistanceLowering,0.2,0,1,1,Undef,Undef,0,180,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",-100,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,180
Weaken Lock VI,1586,Decreases a lock's resistance to picking by 150 points.,6,250,0,0,60,25,0,0,0,0,LockpickResistanceLowering,0.3,0,1,1,Undef,Undef,0,210,1,0,0,100668401,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,LockableMagicTarget,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,38,"Int, SingleStat, Additive",-150,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,210
Aura of Heart Seeker Self I,1587,Increases a weapon's Attack Skill modifier by 2.5 percentage points.,1,1,0,0,10,25,0,0,0,0,AttackModRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100673989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.03,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Aura of Heart Seeker Self II,1588,Increases a weapon's Attack Skill modifier by 5.0 percentage points.,2,50,0,0,20,25,0,0,0,0,AttackModRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100673989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.05,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Aura of Heart Seeker Self III,1589,Increases a weapon's Attack Skill modifier by 7.5 percentage points.,3,100,0,0,30,25,0,0,0,0,AttackModRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100673989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.07,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Aura of Heart Seeker Self IV,1590,Increases a weapon's Attack Skill modifier by 10.0 percentage points.,4,150,0,0,40,25,0,0,0,0,AttackModRaising,0.15,0,1,1,Undef,Undef,0,1800,1,0,0,100673989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.1,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Aura of Heart Seeker Self V,1591,Increases a weapon's Attack Skill modifier by 12.5 percentage points.,5,200,0,0,50,25,0,0,0,0,AttackModRaising,0.2,0,1,1,Undef,Undef,0,1800,1,0,0,100673989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.13,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Aura of Heart Seeker Self VI,1592,Increases a weapon's Attack Skill modifier by 15.0 percentage points.,6,250,0,0,60,25,0,0,0,0,AttackModRaising,0.3,0,1,1,Undef,Undef,0,2700,1,0,0,100673989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,168,"Float, SingleStat, Additive, Beneficial",0.15,EnchantUpOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,2700
Turn Blade I,1593,Decreases a weapon's Attack Skill modifier by 2.5 percentage points.,1,25,0,0,10,25,0,0,0,0,AttackModLowering,0.01,0,1,1,Undef,Undef,0,60,1,0,0,100673992,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,62,"Float, SingleStat, Additive",-0.03,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,60
Turn Blade II,1594,Decreases a weapon's Attack Skill modifier by 5.0 percentage points.,2,75,0,0,20,25,0,0,0,0,AttackModLowering,0.05,0,1,1,Undef,Undef,0,90,1,0,0,100673992,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],75,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,62,"Float, SingleStat, Additive",-0.05,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,90
Turn Blade III,1595,Decreases a weapon's Attack Skill modifier by 7.5 percentage points.,3,125,0,0,30,25,0,0,0,0,AttackModLowering,0.1,0,1,1,Undef,Undef,0,120,1,0,0,100673992,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],125,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,62,"Float, SingleStat, Additive",-0.07,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,120
Turn Blade IV,1596,Decreases a weapon's Attack Skill modifier by 10.0 percentage points.,4,175,0,0,40,25,0,0,0,0,AttackModLowering,0.15,0,1,1,Undef,Undef,0,150,1,0,0,100673992,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],175,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,62,"Float, SingleStat, Additive",-0.1,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,150
Turn Blade V,1597,Decreases a weapon's Attack Skill modifier by 12.5 percentage points.,5,225,0,0,60,25,0,0,0,0,AttackModLowering,0.2,0,1,1,Undef,Undef,0,180,1,0,0,100673992,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],225,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,62,"Float, SingleStat, Additive",-0.13,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,180
Turn Blade VI,1598,Decreases a weapon's Attack Skill modifier by 15.0 percentage points.,6,275,0,0,70,25,0,0,0,0,AttackModLowering,0.3,0,1,1,Undef,Undef,0,210,1,0,0,100673992,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Weapon,FALSE,0,0,0,00000001 [0 0 0],275,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,62,"Float, SingleStat, Additive",-0.15,EnchantDownOrange,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,210
Aura of Defender Self I,1599,Increases the Melee Defense skill modifier of a weapon or magic caster by 3%.,1,1,0,0,10,25,0,0,0,0,DefenseModRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100673988,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,169,"Float, SingleStat, Additive",0.03,EnchantUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Aura of Defender Self II,1601,Increases the Melee Defense skill modifier of a weapon or magic caster by 5%.,2,50,0,0,20,25,0,0,0,0,DefenseModRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100673988,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,ItemEnchantment,Invalid,0,Undef,0,1,0,169,"Float, SingleStat, Additive",0.05,EnchantUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
